<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.04.01	25994.05	26279.74	25994.05	26241.09	96442	965112	150
2019.04.02	26225.72	26272.10	26121.61	26140.01	85549	856702	150
2019.04.03	26137.56	26298.22	26129.78	26239.45	98461	985654	150
2019.04.04	26284.72	26398.97	26184.15	26386.29	92928	930086	150
2019.04.05	26374.89	26497.97	26351.11	26370.80	76201	763430	150
2019.04.08	26375.87	26403.86	26243.28	26335.48	75998	761394	150
2019.04.09	26326.46	26337.60	26097.41	26136.30	81076	812152	150
2019.04.10	26128.43	26222.86	26098.02	26167.75	80223	804166	150
2019.04.11	26171.76	26229.75	26059.24	26155.30	86761	869106	150
2019.04.12	26154.34	26441.25	26140.42	26412.36	84323	845024	150
2019.04.15	26425.05	26477.05	26315.10	26385.15	73144	733608	150
2019.04.16	26389.67	26553.35	26376.42	26432.63	85501	857126	150
2019.04.17	26422.14	26512.35	26380.25	26440.95	92675	928482	150
2019.04.18	26436.15	26601.85	26309.05	26576.73	97153	973026	150
2019.04.22	26564.81	26636.73	26451.25	26515.55	68645	689000	150
2019.04.23	26521.00	26694.48	26465.00	26648.62	78434	786486	150
2019.04.24	26652.65	26698.35	26524.26	26528.75	83596	837720	150
2019.04.25	26541.23	26583.71	26304.75	26436.05	84346	845106	150
2019.04.26	26425.00	26542.66	26358.37	26507.85	93599	937320	150
2019.04.29	26530.50	26602.34	26497.35	26578.59	65509	657132	150
2019.04.30	26582.12	26669.98	26416.75	26658.57	78662	788880	150
2019.05.01	26664.09	26708.38	26353.09	26360.56	76509	767972	150
2019.05.02	26355.62	26482.09	26175.69	26302.24	103961	1040638	150
2019.05.03	26301.28	26542.35	26273.84	26542.35	79541	796832	150
2019.05.06	26137.75	26476.54	25961.00	26248.94	122728	1227388	150
2019.05.07	26249.98	26423.59	25787.55	26003.20	162583	1626430	150
2019.05.08	25985.30	26117.05	25837.63	26029.00	144123	1441470	150
2019.05.09	25990.10	26001.67	25515.25	25818.09	156628	1567238	150
2019.05.10	25793.55	26019.39	25469.01	25967.90	160491	1605204	150
2019.05.13	25711.58	25825.75	25224.22	25301.95	157056	1570740	170
2019.05.14	25287.08	25688.29	25228.25	25585.61	112126	1121598	170
2019.05.15	25585.07	25724.79	25336.43	25677.80	115697	1157440	170
2019.05.16	25663.63	25956.70	25549.75	25874.27	108938	1089752	170
2019.05.17	25875.85	25950.14	25627.75	25769.63	137758	1378258	170
2019.05.20	25769.33	25904.23	25559.27	25721.64	124457	1244798	170
2019.05.21	25723.22	25897.94	25715.54	25861.69	105549	1056192	170
2019.05.22	25862.27	25907.02	25738.36	25772.58	104465	1045050	170
2019.05.23	25772.88	25774.39	25325.79	25498.05	138301	1383282	170
2019.05.24	25492.68	25661.68	25454.36	25610.65	106083	1061534	170
2019.05.27	25616.23	25698.82	25585.43	25647.65	50556	507936	170
2019.05.28	25637.95	25716.15	25327.57	25363.87	108442	1085296	170
2019.05.29	25351.21	25369.22	24936.35	25109.43	135427	1354906	170
2019.05.30	25101.27	25218.38	25053.08	25184.51	102984	1031222	170
2019.05.31	25167.73	25180.79	24781.85	24799.35	136961	1370054	170
2019.06.03	24719.33	24932.10	24606.73	24905.65	153501	1535198	180
2019.06.04	24911.65	25359.09	24819.15	25356.60	123774	1238200	255
2019.06.05	25341.46	25557.03	25331.91	25548.55	116412	1164500	255
2019.06.06	25510.68	25799.10	25424.32	25691.21	112205	1123060	255
2019.06.07	25680.22	26073.33	25668.24	26018.53	97744	978232	210
2019.06.10	26230.39	26269.85	26038.04	26081.88	97960	980736	255
